﻿EARTHID,CENTERLON,CENTERLAT,CENTERX,CENTERY,LEFTLOST,REALLEFTLON,REALRIGHTLON,REALTOPLAT,REALBOTTOMLAT,ANGLEPER100LON,ANGLEPER100LAT
1438,-99,22.5,500000,2489167.30921038,10.79708313,-101.9998951,-95.9998951,24,21,0.00097154,0.00090304        
1439,-99,25.5,500000,2821442.47981127,99.4719521,-101.99901089,-95.99901089,27,24,0.00099436,0.00090269       
1440,-99,28.5,500000,3153853.4927457,14.03072666,-101.99985673,-95.99985673,30,27,0.00102115,0.0009023        
1441,-99,31.5,500000,3486411.20610157,33.46660029,-101.9996478,-95.9996478,33,30,0.00105239,0.00090189        
1442,-99,34.5,500000,3819124.89267168,34.5766259,-101.99962357,-95.99962357,36,33,0.00108867,0.00090146       
1443,-99,37.5,500000,4152002.13589837,92.00830929,-101.99895961,-95.99895961,39,36,0.00113076,0.00090101      
1444,-99,40.5,500000,4485048.7434723,78.31219901,-101.99907622,-95.99907622,42,39,0.00117961,0.00090054       
1445,-99,43.5,500000,4818268.67967382,64.00073932,-101.99920868,-95.99920868,45,42,0.00123642,0.00090007      
1446,-99,46.5,500000,5151664.0173716,17.6136281,-101.99977054,-95.99977054,48,45,0.00130275,0.0008996         
1447,-99,49.5,500000,5485234.9104024,5.78988637,-101.99992006,-95.99992006,51,48,0.00138062,0.00089912        
1448,-99,52.5,500000,5818979.58684792,93.34679988,-101.99862528,-95.99862528,54,51,0.00147271,0.00089866      
1449,-99,55.5,500000,6152894.36350265,43.36583804,-101.99931367,-95.99931367,57,54,0.00158264,0.00089821      
1450,-99,58.5,500000,6486973.68159123,17.28559012,-101.99970348,-95.99970348,60,57,0.00171544,0.00089778      
1451,-99,61.5,500000,6821210.16354846,75.00168639,-101.9985913,-95.9985913,63,60,0.00187823,0.00089737        
1452,-99,64.5,500000,7155594.69042272,74.9735918,-101.99843941,-95.99843941,66,63,0.00208153,0.00089698       
1453,-99,67.5,500000,7490116.49920736,74.3380756,-101.99825941,-95.99825941,69,66,0.00234145,0.00089663       
1454,-99,70.5,500000,7824763.29914969,29.02907273,-101.99922084,-95.99922084,72,69,0.00268406,0.00089631      
1455,-99,73.5,500000,8159521.40583675,93.90356377,-101.99703793,-95.99703793,75,72,0.00315437,0.00089604      
1456,-99,76.5,500000,8494375.89161647,22.87301296,-101.99912226,-95.99912226,78,75,0.00383744,0.0008958       
1457,-99,79.5,500000,8829310.75068659,69.03981958,-101.99660632,-95.99660632,81,78,0.00491554,0.00089561      
1458,-99,82.5,500000,9164309.07697639,84.83815949,-101.99417789,-95.99417789,84,81,0.00686261,0.00089546      
1459,-99,85.5,500000,9499353.25276234,22.17852291,-101.997468,-95.997468,87,84,0.01141647,0.00089536          
1460,-99,88.5,500000,9834425.14580183,32.59519388,-101.98884669,-95.98884669,90,87,0.03421765,0.00089531      
1501,-93,-88.5,500000,-9834425.14580183,32.59519388,-95.98884669,-89.98884669,-87,-90,0.03421765,0.00089531   
1502,-93,-85.5,500000,-9499353.25276234,22.17852291,-95.997468,-89.997468,-84,-87,0.01141647,0.00089536       
1503,-93,-82.5,500000,-9164309.07697639,84.83815949,-95.99417789,-89.99417789,-81,-84,0.00686261,0.00089546   
1504,-93,-79.5,500000,-8829310.75068659,69.03981958,-95.99660632,-89.99660632,-78,-81,0.00491554,0.00089561   
1505,-93,-76.5,500000,-8494375.89161647,22.87301296,-95.99912226,-89.99912226,-75,-78,0.00383744,0.0008958    
1506,-93,-73.5,500000,-8159521.40583675,93.90356377,-95.99703793,-89.99703793,-72,-75,0.00315437,0.00089604   
1507,-93,-70.5,500000,-7824763.29914969,29.02907273,-95.99922084,-89.99922084,-69,-72,0.00268406,0.00089631   
1508,-93,-67.5,500000,-7490116.49920736,74.3380756,-95.99825941,-89.99825941,-66,-69,0.00234145,0.00089663    
1509,-93,-64.5,500000,-7155594.69042272,74.9735918,-95.99843941,-89.99843941,-63,-66,0.00208153,0.00089698    
1510,-93,-61.5,500000,-6821210.16354846,75.00168639,-95.9985913,-89.9985913,-60,-63,0.00187823,0.00089737     
1511,-93,-58.5,500000,-6486973.68159123,17.28559012,-95.99970348,-89.99970348,-57,-60,0.00171544,0.00089778   
1512,-93,-55.5,500000,-6152894.36350265,43.36583804,-95.99931367,-89.99931367,-54,-57,0.00158264,0.00089821   
1513,-93,-52.5,500000,-5818979.58684792,93.34679988,-95.99862528,-89.99862528,-51,-54,0.00147271,0.00089866   
1514,-93,-49.5,500000,-5485234.9104024,5.78988637,-95.99992006,-89.99992006,-48,-51,0.00138062,0.00089912     
1515,-93,-46.5,500000,-5151664.0173716,17.6136281,-95.99977054,-89.99977054,-45,-48,0.00130275,0.0008996      
1516,-93,-43.5,500000,-4818268.67967382,64.00073932,-95.99920868,-89.99920868,-42,-45,0.00123642,0.00090007   
1517,-93,-40.5,500000,-4485048.7434723,78.31219901,-95.99907622,-89.99907622,-39,-42,0.00117961,0.00090054    
1518,-93,-37.5,500000,-4152002.13589837,92.00830929,-95.99895961,-89.99895961,-36,-39,0.00113076,0.00090101   
1519,-93,-34.5,500000,-3819124.89267168,34.5766259,-95.99962357,-89.99962357,-33,-36,0.00108867,0.00090146    
1520,-93,-31.5,500000,-3486411.20610157,33.46660029,-95.9996478,-89.9996478,-30,-33,0.00105239,0.00090189     
1521,-93,-28.5,500000,-3153853.4927457,14.03072666,-95.99985673,-89.99985673,-27,-30,0.00102115,0.0009023     
1522,-93,-25.5,500000,-2821442.47981127,99.4719521,-95.99901089,-89.99901089,-24,-27,0.00099436,0.00090269    
1523,-93,-22.5,500000,-2489167.30921038,10.79708313,-95.9998951,-89.9998951,-21,-24,0.00097154,0.00090304     
1524,-93,-19.5,500000,-2157015.65802494,66.77590742,-95.99936411,-89.99936411,-18,-21,0.00095228,0.00090336   
1525,-93,-16.5,500000,-1824973.87399879,83.90574542,-95.99921441,-89.99921441,-15,-18,0.00093628,0.00090364   
1526,-93,-13.5,500000,-1493027.12455401,76.38115199,-95.99929478,-89.99929478,-12,-15,0.00092329,0.00090387   
1527,-93,-10.5,500000,-1161159.55772507,56.06850236,-95.99948803,-89.99948803,-9,-12,0.00091312,0.00090407    
1528,-93,-7.5,500000,-829354.47331754,32.48521928,-95.99970581,-89.99970581,-6,-9,0.00090561,0.00090421       
1529,-93,-4.5,500000,-497594.50252586,12.7834274,-95.99988486,-89.99988486,-3,-6,0.00090067,0.00090431        
1530,-93,-1.5,500000,-165861.79418815,1.7378567,-95.99998439,-89.99998439,0,-3,0.00089821,0.00090436          
1531,-93,1.5,500000,165861.79418815,1.7378567,-95.99998439,-89.99998439,3,0,0.00089821,0.00090436             
1532,-93,4.5,500000,497594.50252586,12.7834274,-95.99988486,-89.99988486,6,3,0.00090067,0.00090431            
1533,-93,7.5,500000,829354.47331754,32.48521928,-95.99970581,-89.99970581,9,6,0.00090561,0.00090421           
1534,-93,10.5,500000,1161159.55772507,56.06850236,-95.99948803,-89.99948803,12,9,0.00091312,0.00090407        
1535,-93,13.5,500000,1493027.12455401,76.38115199,-95.99929478,-89.99929478,15,12,0.00092329,0.00090387       
1536,-93,16.5,500000,1824973.87399879,83.90574542,-95.99921441,-89.99921441,18,15,0.00093628,0.00090364       
1537,-93,19.5,500000,2157015.65802494,66.77590742,-95.99936411,-89.99936411,21,18,0.00095228,0.00090336       
1538,-93,22.5,500000,2489167.30921038,10.79708313,-95.9998951,-89.9998951,24,21,0.00097154,0.00090304         
1539,-93,25.5,500000,2821442.47981127,99.4719521,-95.99901089,-89.99901089,27,24,0.00099436,0.00090269        
1540,-93,28.5,500000,3153853.4927457,14.03072666,-95.99985673,-89.99985673,30,27,0.00102115,0.0009023         
1541,-93,31.5,500000,3486411.20610157,33.46660029,-95.9996478,-89.9996478,33,30,0.00105239,0.00090189         
1542,-93,34.5,500000,3819124.89267168,34.5766259,-95.99962357,-89.99962357,36,33,0.00108867,0.00090146        
1543,-93,37.5,500000,4152002.13589837,92.00830929,-95.99895961,-89.99895961,39,36,0.00113076,0.00090101       
1544,-93,40.5,500000,4485048.7434723,78.31219901,-95.99907622,-89.99907622,42,39,0.00117961,0.00090054        
1545,-93,43.5,500000,4818268.67967382,64.00073932,-95.99920868,-89.99920868,45,42,0.00123642,0.00090007       
1546,-93,46.5,500000,5151664.0173716,17.6136281,-95.99977054,-89.99977054,48,45,0.00130275,0.0008996          
1547,-93,49.5,500000,5485234.9104024,5.78988637,-95.99992006,-89.99992006,51,48,0.00138062,0.00089912         
1548,-93,52.5,500000,5818979.58684792,93.34679988,-95.99862528,-89.99862528,54,51,0.00147271,0.00089866       
1549,-93,55.5,500000,6152894.36350265,43.36583804,-95.99931367,-89.99931367,57,54,0.00158264,0.00089821       
1550,-93,58.5,500000,6486973.68159123,17.28559012,-95.99970348,-89.99970348,60,57,0.00171544,0.00089778       
1551,-93,61.5,500000,6821210.16354846,75.00168639,-95.9985913,-89.9985913,63,60,0.00187823,0.00089737         
1552,-93,64.5,500000,7155594.69042272,74.9735918,-95.99843941,-89.99843941,66,63,0.00208153,0.00089698        
1553,-93,67.5,500000,7490116.49920736,74.3380756,-95.99825941,-89.99825941,69,66,0.00234145,0.00089663        
1554,-93,70.5,500000,7824763.29914969,29.02907273,-95.99922084,-89.99922084,72,69,0.00268406,0.00089631       
1555,-93,73.5,500000,8159521.40583675,93.90356377,-95.99703793,-89.99703793,75,72,0.00315437,0.00089604       
1556,-93,76.5,500000,8494375.89161647,22.87301296,-95.99912226,-89.99912226,78,75,0.00383744,0.0008958        
1557,-93,79.5,500000,8829310.75068659,69.03981958,-95.99660632,-89.99660632,81,78,0.00491554,0.00089561       
1558,-93,82.5,500000,9164309.07697639,84.83815949,-95.99417789,-89.99417789,84,81,0.00686261,0.00089546       
1559,-93,85.5,500000,9499353.25276234,22.17852291,-95.997468,-89.997468,87,84,0.01141647,0.00089536           
1560,-93,88.5,500000,9834425.14580183,32.59519388,-95.98884669,-89.98884669,90,87,0.03421765,0.00089531       
1601,-87,-88.5,500000,-9834425.14580183,32.59519388,-89.98884669,-83.98884669,-87,-90,0.03421765,0.00089531   
1602,-87,-85.5,500000,-9499353.25276234,22.17852291,-89.997468,-83.997468,-84,-87,0.01141647,0.00089536       
1603,-87,-82.5,500000,-9164309.07697639,84.83815949,-89.99417789,-83.99417789,-81,-84,0.00686261,0.00089546   
1604,-87,-79.5,500000,-8829310.75068659,69.03981958,-89.99660632,-83.99660632,-78,-81,0.00491554,0.00089561   
1605,-87,-76.5,500000,-8494375.89161647,22.87301296,-89.99912226,-83.99912226,-75,-78,0.00383744,0.0008958    
1606,-87,-73.5,500000,-8159521.40583675,93.90356377,-89.99703793,-83.99703793,-72,-75,0.00315437,0.00089604   
1607,-87,-70.5,500000,-7824763.29914969,29.02907273,-89.99922084,-83.99922084,-69,-72,0.00268406,0.00089631   
1608,-87,-67.5,500000,-7490116.49920736,74.3380756,-89.99825941,-83.99825941,-66,-69,0.00234145,0.00089663    
1609,-87,-64.5,500000,-7155594.69042272,74.9735918,-89.99843941,-83.99843941,-63,-66,0.00208153,0.00089698    
1610,-87,-61.5,500000,-6821210.16354846,75.00168639,-89.9985913,-83.9985913,-60,-63,0.00187823,0.00089737     
1611,-87,-58.5,500000,-6486973.68159123,17.28559012,-89.99970348,-83.99970348,-57,-60,0.00171544,0.00089778   
1612,-87,-55.5,500000,-6152894.36350265,43.36583804,-89.99931367,-83.99931367,-54,-57,0.00158264,0.00089821   
1613,-87,-52.5,500000,-5818979.58684792,93.34679988,-89.99862528,-83.99862528,-51,-54,0.00147271,0.00089866   
1614,-87,-49.5,500000,-5485234.9104024,5.78988637,-89.99992006,-83.99992006,-48,-51,0.00138062,0.00089912     
1615,-87,-46.5,500000,-5151664.0173716,17.6136281,-89.99977054,-83.99977054,-45,-48,0.00130275,0.0008996      
1616,-87,-43.5,500000,-4818268.67967382,64.00073932,-89.99920868,-83.99920868,-42,-45,0.00123642,0.00090007   
1617,-87,-40.5,500000,-4485048.7434723,78.31219901,-89.99907622,-83.99907622,-39,-42,0.00117961,0.00090054    
1618,-87,-37.5,500000,-4152002.13589837,92.00830929,-89.99895961,-83.99895961,-36,-39,0.00113076,0.00090101   
1619,-87,-34.5,500000,-3819124.89267168,34.5766259,-89.99962357,-83.99962357,-33,-36,0.00108867,0.00090146    
1620,-87,-31.5,500000,-3486411.20610157,33.46660029,-89.9996478,-83.9996478,-30,-33,0.00105239,0.00090189     
1621,-87,-28.5,500000,-3153853.4927457,14.03072666,-89.99985673,-83.99985673,-27,-30,0.00102115,0.0009023     
1622,-87,-25.5,500000,-2821442.47981127,99.4719521,-89.99901089,-83.99901089,-24,-27,0.00099436,0.00090269    
1623,-87,-22.5,500000,-2489167.30921038,10.79708313,-89.9998951,-83.9998951,-21,-24,0.00097154,0.00090304     
1624,-87,-19.5,500000,-2157015.65802494,66.77590742,-89.99936411,-83.99936411,-18,-21,0.00095228,0.00090336   
1625,-87,-16.5,500000,-1824973.87399879,83.90574542,-89.99921441,-83.99921441,-15,-18,0.00093628,0.00090364   
1626,-87,-13.5,500000,-1493027.12455401,76.38115199,-89.99929478,-83.99929478,-12,-15,0.00092329,0.00090387   
1627,-87,-10.5,500000,-1161159.55772507,56.06850236,-89.99948803,-83.99948803,-9,-12,0.00091312,0.00090407    
1628,-87,-7.5,500000,-829354.47331754,32.48521928,-89.99970581,-83.99970581,-6,-9,0.00090561,0.00090421       
1629,-87,-4.5,500000,-497594.50252586,12.7834274,-89.99988486,-83.99988486,-3,-6,0.00090067,0.00090431        
1630,-87,-1.5,500000,-165861.79418815,1.7378567,-89.99998439,-83.99998439,0,-3,0.00089821,0.00090436          
1631,-87,1.5,500000,165861.79418815,1.7378567,-89.99998439,-83.99998439,3,0,0.00089821,0.00090436             
1632,-87,4.5,500000,497594.50252586,12.7834274,-89.99988486,-83.99988486,6,3,0.00090067,0.00090431            
1633,-87,7.5,500000,829354.47331754,32.48521928,-89.99970581,-83.99970581,9,6,0.00090561,0.00090421           
1634,-87,10.5,500000,1161159.55772507,56.06850236,-89.99948803,-83.99948803,12,9,0.00091312,0.00090407        
1635,-87,13.5,500000,1493027.12455401,76.38115199,-89.99929478,-83.99929478,15,12,0.00092329,0.00090387       
1636,-87,16.5,500000,1824973.87399879,83.90574542,-89.99921441,-83.99921441,18,15,0.00093628,0.00090364       
1637,-87,19.5,500000,2157015.65802494,66.77590742,-89.99936411,-83.99936411,21,18,0.00095228,0.00090336       
1638,-87,22.5,500000,2489167.30921038,10.79708313,-89.9998951,-83.9998951,24,21,0.00097154,0.00090304         
1639,-87,25.5,500000,2821442.47981127,99.4719521,-89.99901089,-83.99901089,27,24,0.00099436,0.00090269        
1640,-87,28.5,500000,3153853.4927457,14.03072666,-89.99985673,-83.99985673,30,27,0.00102115,0.0009023         
1641,-87,31.5,500000,3486411.20610157,33.46660029,-89.9996478,-83.9996478,33,30,0.00105239,0.00090189         
1642,-87,34.5,500000,3819124.89267168,34.5766259,-89.99962357,-83.99962357,36,33,0.00108867,0.00090146        
1643,-87,37.5,500000,4152002.13589837,92.00830929,-89.99895961,-83.99895961,39,36,0.00113076,0.00090101       
1644,-87,40.5,500000,4485048.7434723,78.31219901,-89.99907622,-83.99907622,42,39,0.00117961,0.00090054        
1645,-87,43.5,500000,4818268.67967382,64.00073932,-89.99920868,-83.99920868,45,42,0.00123642,0.00090007       
1646,-87,46.5,500000,5151664.0173716,17.6136281,-89.99977054,-83.99977054,48,45,0.00130275,0.0008996          
1647,-87,49.5,500000,5485234.9104024,5.78988637,-89.99992006,-83.99992006,51,48,0.00138062,0.00089912         
1648,-87,52.5,500000,5818979.58684792,93.34679988,-89.99862528,-83.99862528,54,51,0.00147271,0.00089866       
1649,-87,55.5,500000,6152894.36350265,43.36583804,-89.99931367,-83.99931367,57,54,0.00158264,0.00089821       
1650,-87,58.5,500000,6486973.68159123,17.28559012,-89.99970348,-83.99970348,60,57,0.00171544,0.00089778       
1651,-87,61.5,500000,6821210.16354846,75.00168639,-89.9985913,-83.9985913,63,60,0.00187823,0.00089737         
1652,-87,64.5,500000,7155594.69042272,74.9735918,-89.99843941,-83.99843941,66,63,0.00208153,0.00089698        
1653,-87,67.5,500000,7490116.49920736,74.3380756,-89.99825941,-83.99825941,69,66,0.00234145,0.00089663        
1654,-87,70.5,500000,7824763.29914969,29.02907273,-89.99922084,-83.99922084,72,69,0.00268406,0.00089631       
1655,-87,73.5,500000,8159521.40583675,93.90356377,-89.99703793,-83.99703793,75,72,0.00315437,0.00089604       
1656,-87,76.5,500000,8494375.89161647,22.87301296,-89.99912226,-83.99912226,78,75,0.00383744,0.0008958        
1657,-87,79.5,500000,8829310.75068659,69.03981958,-89.99660632,-83.99660632,81,78,0.00491554,0.00089561       
1658,-87,82.5,500000,9164309.07697639,84.83815949,-89.99417789,-83.99417789,84,81,0.00686261,0.00089546       
1659,-87,85.5,500000,9499353.25276234,22.17852291,-89.997468,-83.997468,87,84,0.01141647,0.00089536           
1660,-87,88.5,500000,9834425.14580183,32.59519388,-89.98884669,-83.98884669,90,87,0.03421765,0.00089531       
1701,-81,-88.5,500000,-9834425.14580183,32.59519388,-83.98884669,-77.98884669,-87,-90,0.03421765,0.00089531   
1702,-81,-85.5,500000,-9499353.25276234,22.17852291,-83.997468,-77.997468,-84,-87,0.01141647,0.00089536       
1703,-81,-82.5,500000,-9164309.07697639,84.83815949,-83.99417789,-77.99417789,-81,-84,0.00686261,0.00089546   
1704,-81,-79.5,500000,-8829310.75068659,69.03981958,-83.99660632,-77.99660632,-78,-81,0.00491554,0.00089561   
1705,-81,-76.5,500000,-8494375.89161647,22.87301296,-83.99912226,-77.99912226,-75,-78,0.00383744,0.0008958    
1706,-81,-73.5,500000,-8159521.40583675,93.90356377,-83.99703793,-77.99703793,-72,-75,0.00315437,0.00089604   
1707,-81,-70.5,500000,-7824763.29914969,29.02907273,-83.99922084,-77.99922084,-69,-72,0.00268406,0.00089631   
1708,-81,-67.5,500000,-7490116.49920736,74.3380756,-83.99825941,-77.99825941,-66,-69,0.00234145,0.00089663    
1709,-81,-64.5,500000,-7155594.69042272,74.9735918,-83.99843941,-77.99843941,-63,-66,0.00208153,0.00089698    
1710,-81,-61.5,500000,-6821210.16354846,75.00168639,-83.9985913,-77.9985913,-60,-63,0.00187823,0.00089737     
1711,-81,-58.5,500000,-6486973.68159123,17.28559012,-83.99970348,-77.99970348,-57,-60,0.00171544,0.00089778   
1712,-81,-55.5,500000,-6152894.36350265,43.36583804,-83.99931367,-77.99931367,-54,-57,0.00158264,0.00089821   
1713,-81,-52.5,500000,-5818979.58684792,93.34679988,-83.99862528,-77.99862528,-51,-54,0.00147271,0.00089866   
1714,-81,-49.5,500000,-5485234.9104024,5.78988637,-83.99992006,-77.99992006,-48,-51,0.00138062,0.00089912     
1715,-81,-46.5,500000,-5151664.0173716,17.6136281,-83.99977054,-77.99977054,-45,-48,0.00130275,0.0008996      
1716,-81,-43.5,500000,-4818268.67967382,64.00073932,-83.99920868,-77.99920868,-42,-45,0.00123642,0.00090007   
1717,-81,-40.5,500000,-4485048.7434723,78.31219901,-83.99907622,-77.99907622,-39,-42,0.00117961,0.00090054    
1718,-81,-37.5,500000,-4152002.13589837,92.00830929,-83.99895961,-77.99895961,-36,-39,0.00113076,0.00090101   
1719,-81,-34.5,500000,-3819124.89267168,34.5766259,-83.99962357,-77.99962357,-33,-36,0.00108867,0.00090146    
1720,-81,-31.5,500000,-3486411.20610157,33.46660029,-83.9996478,-77.9996478,-30,-33,0.00105239,0.00090189     
1721,-81,-28.5,500000,-3153853.4927457,14.03072666,-83.99985673,-77.99985673,-27,-30,0.00102115,0.0009023     
1722,-81,-25.5,500000,-2821442.47981127,99.4719521,-83.99901089,-77.99901089,-24,-27,0.00099436,0.00090269    
1723,-81,-22.5,500000,-2489167.30921038,10.79708313,-83.9998951,-77.9998951,-21,-24,0.00097154,0.00090304     
1724,-81,-19.5,500000,-2157015.65802494,66.77590742,-83.99936411,-77.99936411,-18,-21,0.00095228,0.00090336   
1725,-81,-16.5,500000,-1824973.87399879,83.90574542,-83.99921441,-77.99921441,-15,-18,0.00093628,0.00090364   
1726,-81,-13.5,500000,-1493027.12455401,76.38115199,-83.99929478,-77.99929478,-12,-15,0.00092329,0.00090387   
1727,-81,-10.5,500000,-1161159.55772507,56.06850236,-83.99948803,-77.99948803,-9,-12,0.00091312,0.00090407    
1728,-81,-7.5,500000,-829354.47331754,32.48521928,-83.99970581,-77.99970581,-6,-9,0.00090561,0.00090421       
1729,-81,-4.5,500000,-497594.50252586,12.7834274,-83.99988486,-77.99988486,-3,-6,0.00090067,0.00090431        
1730,-81,-1.5,500000,-165861.79418815,1.7378567,-83.99998439,-77.99998439,0,-3,0.00089821,0.00090436          
1731,-81,1.5,500000,165861.79418815,1.7378567,-83.99998439,-77.99998439,3,0,0.00089821,0.00090436             
1732,-81,4.5,500000,497594.50252586,12.7834274,-83.99988486,-77.99988486,6,3,0.00090067,0.00090431            
1733,-81,7.5,500000,829354.47331754,32.48521928,-83.99970581,-77.99970581,9,6,0.00090561,0.00090421           
1734,-81,10.5,500000,1161159.55772507,56.06850236,-83.99948803,-77.99948803,12,9,0.00091312,0.00090407        
1735,-81,13.5,500000,1493027.12455401,76.38115199,-83.99929478,-77.99929478,15,12,0.00092329,0.00090387       
1736,-81,16.5,500000,1824973.87399879,83.90574542,-83.99921441,-77.99921441,18,15,0.00093628,0.00090364       
1737,-81,19.5,500000,2157015.65802494,66.77590742,-83.99936411,-77.99936411,21,18,0.00095228,0.00090336       
1738,-81,22.5,500000,2489167.30921038,10.79708313,-83.9998951,-77.9998951,24,21,0.00097154,0.00090304         
1739,-81,25.5,500000,2821442.47981127,99.4719521,-83.99901089,-77.99901089,27,24,0.00099436,0.00090269        
1740,-81,28.5,500000,3153853.4927457,14.03072666,-83.99985673,-77.99985673,30,27,0.00102115,0.0009023         
1741,-81,31.5,500000,3486411.20610157,33.46660029,-83.9996478,-77.9996478,33,30,0.00105239,0.00090189         
1742,-81,34.5,500000,3819124.89267168,34.5766259,-83.99962357,-77.99962357,36,33,0.00108867,0.00090146        
1743,-81,37.5,500000,4152002.13589837,92.00830929,-83.99895961,-77.99895961,39,36,0.00113076,0.00090101       
1744,-81,40.5,500000,4485048.7434723,78.31219901,-83.99907622,-77.99907622,42,39,0.00117961,0.00090054        
1745,-81,43.5,500000,4818268.67967382,64.00073932,-83.99920868,-77.99920868,45,42,0.00123642,0.00090007       
1746,-81,46.5,500000,5151664.0173716,17.6136281,-83.99977054,-77.99977054,48,45,0.00130275,0.0008996          
1747,-81,49.5,500000,5485234.9104024,5.78988637,-83.99992006,-77.99992006,51,48,0.00138062,0.00089912         
1748,-81,52.5,500000,5818979.58684792,93.34679988,-83.99862528,-77.99862528,54,51,0.00147271,0.00089866       
1749,-81,55.5,500000,6152894.36350265,43.36583804,-83.99931367,-77.99931367,57,54,0.00158264,0.00089821       
1750,-81,58.5,500000,6486973.68159123,17.28559012,-83.99970348,-77.99970348,60,57,0.00171544,0.00089778       
1751,-81,61.5,500000,6821210.16354846,75.00168639,-83.9985913,-77.9985913,63,60,0.00187823,0.00089737         
1752,-81,64.5,500000,7155594.69042272,74.9735918,-83.99843941,-77.99843941,66,63,0.00208153,0.00089698        
1753,-81,67.5,500000,7490116.49920736,74.3380756,-83.99825941,-77.99825941,69,66,0.00234145,0.00089663        
1754,-81,70.5,500000,7824763.29914969,29.02907273,-83.99922084,-77.99922084,72,69,0.00268406,0.00089631       
1755,-81,73.5,500000,8159521.40583675,93.90356377,-83.99703793,-77.99703793,75,72,0.00315437,0.00089604       
1756,-81,76.5,500000,8494375.89161647,22.87301296,-83.99912226,-77.99912226,78,75,0.00383744,0.0008958        
1757,-81,79.5,500000,8829310.75068659,69.03981958,-83.99660632,-77.99660632,81,78,0.00491554,0.00089561       
1758,-81,82.5,500000,9164309.07697639,84.83815949,-83.99417789,-77.99417789,84,81,0.00686261,0.00089546       
1759,-81,85.5,500000,9499353.25276234,22.17852291,-83.997468,-77.997468,87,84,0.01141647,0.00089536           
1760,-81,88.5,500000,9834425.14580183,32.59519388,-83.98884669,-77.98884669,90,87,0.03421765,0.00089531       
1801,-75,-88.5,500000,-9834425.14580183,32.59519388,-77.98884669,-71.98884669,-87,-90,0.03421765,0.00089531   
1802,-75,-85.5,500000,-9499353.25276234,22.17852291,-77.997468,-71.997468,-84,-87,0.01141647,0.00089536       
1803,-75,-82.5,500000,-9164309.07697639,84.83815949,-77.99417789,-71.99417789,-81,-84,0.00686261,0.00089546   
1804,-75,-79.5,500000,-8829310.75068659,69.03981958,-77.99660632,-71.99660632,-78,-81,0.00491554,0.00089561   
1805,-75,-76.5,500000,-8494375.89161647,22.87301296,-77.99912226,-71.99912226,-75,-78,0.00383744,0.0008958    
1806,-75,-73.5,500000,-8159521.40583675,93.90356377,-77.99703793,-71.99703793,-72,-75,0.00315437,0.00089604   
1807,-75,-70.5,500000,-7824763.29914969,29.02907273,-77.99922084,-71.99922084,-69,-72,0.00268406,0.00089631   
1808,-75,-67.5,500000,-7490116.49920736,74.3380756,-77.99825941,-71.99825941,-66,-69,0.00234145,0.00089663    
1809,-75,-64.5,500000,-7155594.69042272,74.9735918,-77.99843941,-71.99843941,-63,-66,0.00208153,0.00089698    
1810,-75,-61.5,500000,-6821210.16354846,75.00168639,-77.9985913,-71.9985913,-60,-63,0.00187823,0.00089737     
1811,-75,-58.5,500000,-6486973.68159123,17.28559012,-77.99970348,-71.99970348,-57,-60,0.00171544,0.00089778   
1812,-75,-55.5,500000,-6152894.36350265,43.36583804,-77.99931367,-71.99931367,-54,-57,0.00158264,0.00089821   
1813,-75,-52.5,500000,-5818979.58684792,93.34679988,-77.99862528,-71.99862528,-51,-54,0.00147271,0.00089866   
1814,-75,-49.5,500000,-5485234.9104024,5.78988637,-77.99992006,-71.99992006,-48,-51,0.00138062,0.00089912     
1815,-75,-46.5,500000,-5151664.0173716,17.6136281,-77.99977054,-71.99977054,-45,-48,0.00130275,0.0008996      
1816,-75,-43.5,500000,-4818268.67967382,64.00073932,-77.99920868,-71.99920868,-42,-45,0.00123642,0.00090007   
1817,-75,-40.5,500000,-4485048.7434723,78.31219901,-77.99907622,-71.99907622,-39,-42,0.00117961,0.00090054    
1818,-75,-37.5,500000,-4152002.13589837,92.00830929,-77.99895961,-71.99895961,-36,-39,0.00113076,0.00090101   
1819,-75,-34.5,500000,-3819124.89267168,34.5766259,-77.99962357,-71.99962357,-33,-36,0.00108867,0.00090146    
1820,-75,-31.5,500000,-3486411.20610157,33.46660029,-77.9996478,-71.9996478,-30,-33,0.00105239,0.00090189     
1821,-75,-28.5,500000,-3153853.4927457,14.03072666,-77.99985673,-71.99985673,-27,-30,0.00102115,0.0009023     
1822,-75,-25.5,500000,-2821442.47981127,99.4719521,-77.99901089,-71.99901089,-24,-27,0.00099436,0.00090269    
1823,-75,-22.5,500000,-2489167.30921038,10.79708313,-77.9998951,-71.9998951,-21,-24,0.00097154,0.00090304     
1824,-75,-19.5,500000,-2157015.65802494,66.77590742,-77.99936411,-71.99936411,-18,-21,0.00095228,0.00090336   
1825,-75,-16.5,500000,-1824973.87399879,83.90574542,-77.99921441,-71.99921441,-15,-18,0.00093628,0.00090364   
1826,-75,-13.5,500000,-1493027.12455401,76.38115199,-77.99929478,-71.99929478,-12,-15,0.00092329,0.00090387   
1827,-75,-10.5,500000,-1161159.55772507,56.06850236,-77.99948803,-71.99948803,-9,-12,0.00091312,0.00090407    
1828,-75,-7.5,500000,-829354.47331754,32.48521928,-77.99970581,-71.99970581,-6,-9,0.00090561,0.00090421       
1829,-75,-4.5,500000,-497594.50252586,12.7834274,-77.99988486,-71.99988486,-3,-6,0.00090067,0.00090431        
