﻿EARTHID,CENTERLON,CENTERLAT,CENTERX,CENTERY,LEFTLOST,REALLEFTLON,REALRIGHTLON,REALTOPLAT,REALBOTTOMLAT,ANGLEPER100LON,ANGLEPER100LAT
2943,-9,37.5,500000,4152002.13589837,92.00830929,-11.99895961,-5.99895961,39,36,0.00113076,0.00090101         
2944,-9,40.5,500000,4485048.7434723,78.31219901,-11.99907622,-5.99907622,42,39,0.00117961,0.00090054          
2945,-9,43.5,500000,4818268.67967382,64.00073932,-11.99920868,-5.99920868,45,42,0.00123642,0.00090007         
2946,-9,46.5,500000,5151664.0173716,17.6136281,-11.99977054,-5.99977054,48,45,0.00130275,0.0008996            
2947,-9,49.5,500000,5485234.9104024,5.78988637,-11.99992006,-5.99992006,51,48,0.00138062,0.00089912           
2948,-9,52.5,500000,5818979.58684792,93.34679988,-11.99862528,-5.99862528,54,51,0.00147271,0.00089866         
2949,-9,55.5,500000,6152894.36350265,43.36583804,-11.99931367,-5.99931367,57,54,0.00158264,0.00089821         
2950,-9,58.5,500000,6486973.68159123,17.28559012,-11.99970348,-5.99970348,60,57,0.00171544,0.00089778         
2951,-9,61.5,500000,6821210.16354846,75.00168639,-11.9985913,-5.9985913,63,60,0.00187823,0.00089737           
2952,-9,64.5,500000,7155594.69042272,74.9735918,-11.99843941,-5.99843941,66,63,0.00208153,0.00089698          
2953,-9,67.5,500000,7490116.49920736,74.3380756,-11.99825941,-5.99825941,69,66,0.00234145,0.00089663          
2954,-9,70.5,500000,7824763.29914969,29.02907273,-11.99922084,-5.99922084,72,69,0.00268406,0.00089631         
2955,-9,73.5,500000,8159521.40583675,93.90356377,-11.99703793,-5.99703793,75,72,0.00315437,0.00089604         
2956,-9,76.5,500000,8494375.89161647,22.87301296,-11.99912226,-5.99912226,78,75,0.00383744,0.0008958          
2957,-9,79.5,500000,8829310.75068659,69.03981958,-11.99660632,-5.99660632,81,78,0.00491554,0.00089561         
2958,-9,82.5,500000,9164309.07697639,84.83815949,-11.99417789,-5.99417789,84,81,0.00686261,0.00089546         
2959,-9,85.5,500000,9499353.25276234,22.17852291,-11.997468,-5.997468,87,84,0.01141647,0.00089536             
2960,-9,88.5,500000,9834425.14580183,32.59519388,-11.98884669,-5.98884669,90,87,0.03421765,0.00089531         
3001,-3,-88.5,500000,-9834425.14580183,32.59519388,-5.98884669,0.01115331,-87,-90,0.03421765,0.00089531       
3002,-3,-85.5,500000,-9499353.25276234,22.17852291,-5.997468,0.002532,-84,-87,0.01141647,0.00089536           
3003,-3,-82.5,500000,-9164309.07697639,84.83815949,-5.99417789,0.00582211,-81,-84,0.00686261,0.00089546       
3004,-3,-79.5,500000,-8829310.75068659,69.03981958,-5.99660632,0.00339368,-78,-81,0.00491554,0.00089561       
3005,-3,-76.5,500000,-8494375.89161647,22.87301296,-5.99912226,0.00087774,-75,-78,0.00383744,0.0008958        
3006,-3,-73.5,500000,-8159521.40583675,93.90356377,-5.99703793,0.00296207,-72,-75,0.00315437,0.00089604       
3007,-3,-70.5,500000,-7824763.29914969,29.02907273,-5.99922084,0.00077916,-69,-72,0.00268406,0.00089631       
3008,-3,-67.5,500000,-7490116.49920736,74.3380756,-5.99825941,0.00174059,-66,-69,0.00234145,0.00089663        
3009,-3,-64.5,500000,-7155594.69042272,74.9735918,-5.99843941,0.00156059,-63,-66,0.00208153,0.00089698        
3010,-3,-61.5,500000,-6821210.16354846,75.00168639,-5.9985913,0.0014087,-60,-63,0.00187823,0.00089737         
3011,-3,-58.5,500000,-6486973.68159123,17.28559012,-5.99970348,0.00029652,-57,-60,0.00171544,0.00089778       
3012,-3,-55.5,500000,-6152894.36350265,43.36583804,-5.99931367,0.00068633,-54,-57,0.00158264,0.00089821       
3013,-3,-52.5,500000,-5818979.58684792,93.34679988,-5.99862528,0.00137472,-51,-54,0.00147271,0.00089866       
3014,-3,-49.5,500000,-5485234.9104024,5.78988637,-5.99992006,7.994E-5,-48,-51,0.00138062,0.00089912           
3015,-3,-46.5,500000,-5151664.0173716,17.6136281,-5.99977054,0.00022946,-45,-48,0.00130275,0.0008996          
3016,-3,-43.5,500000,-4818268.67967382,64.00073932,-5.99920868,0.00079132,-42,-45,0.00123642,0.00090007       
3017,-3,-40.5,500000,-4485048.7434723,78.31219901,-5.99907622,0.00092378,-39,-42,0.00117961,0.00090054        
3018,-3,-37.5,500000,-4152002.13589837,92.00830929,-5.99895961,0.00104039,-36,-39,0.00113076,0.00090101       
3019,-3,-34.5,500000,-3819124.89267168,34.5766259,-5.99962357,0.00037643,-33,-36,0.00108867,0.00090146        
3020,-3,-31.5,500000,-3486411.20610157,33.46660029,-5.9996478,0.0003522,-30,-33,0.00105239,0.00090189         
3021,-3,-28.5,500000,-3153853.4927457,14.03072666,-5.99985673,0.00014327,-27,-30,0.00102115,0.0009023         
3022,-3,-25.5,500000,-2821442.47981127,99.4719521,-5.99901089,0.00098911,-24,-27,0.00099436,0.00090269        
3023,-3,-22.5,500000,-2489167.30921038,10.79708313,-5.9998951,0.0001049,-21,-24,0.00097154,0.00090304         
3024,-3,-19.5,500000,-2157015.65802494,66.77590742,-5.99936411,0.00063589,-18,-21,0.00095228,0.00090336       
3025,-3,-16.5,500000,-1824973.87399879,83.90574542,-5.99921441,0.00078559,-15,-18,0.00093628,0.00090364       
3026,-3,-13.5,500000,-1493027.12455401,76.38115199,-5.99929478,0.00070522,-12,-15,0.00092329,0.00090387       
3027,-3,-10.5,500000,-1161159.55772507,56.06850236,-5.99948803,0.00051197,-9,-12,0.00091312,0.00090407        
3028,-3,-7.5,500000,-829354.47331754,32.48521928,-5.99970581,0.00029419,-6,-9,0.00090561,0.00090421           
3029,-3,-4.5,500000,-497594.50252586,12.7834274,-5.99988486,0.00011514,-3,-6,0.00090067,0.00090431            
3030,-3,-1.5,500000,-165861.79418815,1.7378567,-5.99998439,1.561E-5,0,-3,0.00089821,0.00090436                
3031,-3,1.5,500000,165861.79418815,1.7378567,-5.99998439,1.561E-5,3,0,0.00089821,0.00090436                   
3032,-3,4.5,500000,497594.50252586,12.7834274,-5.99988486,0.00011514,6,3,0.00090067,0.00090431                
3033,-3,7.5,500000,829354.47331754,32.48521928,-5.99970581,0.00029419,9,6,0.00090561,0.00090421               
3034,-3,10.5,500000,1161159.55772507,56.06850236,-5.99948803,0.00051197,12,9,0.00091312,0.00090407            
3035,-3,13.5,500000,1493027.12455401,76.38115199,-5.99929478,0.00070522,15,12,0.00092329,0.00090387           
3036,-3,16.5,500000,1824973.87399879,83.90574542,-5.99921441,0.00078559,18,15,0.00093628,0.00090364           
3037,-3,19.5,500000,2157015.65802494,66.77590742,-5.99936411,0.00063589,21,18,0.00095228,0.00090336           
3038,-3,22.5,500000,2489167.30921038,10.79708313,-5.9998951,0.0001049,24,21,0.00097154,0.00090304             
3039,-3,25.5,500000,2821442.47981127,99.4719521,-5.99901089,0.00098911,27,24,0.00099436,0.00090269            
3040,-3,28.5,500000,3153853.4927457,14.03072666,-5.99985673,0.00014327,30,27,0.00102115,0.0009023             
3041,-3,31.5,500000,3486411.20610157,33.46660029,-5.9996478,0.0003522,33,30,0.00105239,0.00090189             
3042,-3,34.5,500000,3819124.89267168,34.5766259,-5.99962357,0.00037643,36,33,0.00108867,0.00090146            
3043,-3,37.5,500000,4152002.13589837,92.00830929,-5.99895961,0.00104039,39,36,0.00113076,0.00090101           
3044,-3,40.5,500000,4485048.7434723,78.31219901,-5.99907622,0.00092378,42,39,0.00117961,0.00090054            
3045,-3,43.5,500000,4818268.67967382,64.00073932,-5.99920868,0.00079132,45,42,0.00123642,0.00090007           
3046,-3,46.5,500000,5151664.0173716,17.6136281,-5.99977054,0.00022946,48,45,0.00130275,0.0008996              
3047,-3,49.5,500000,5485234.9104024,5.78988637,-5.99992006,7.994E-5,51,48,0.00138062,0.00089912               
3048,-3,52.5,500000,5818979.58684792,93.34679988,-5.99862528,0.00137472,54,51,0.00147271,0.00089866           
3049,-3,55.5,500000,6152894.36350265,43.36583804,-5.99931367,0.00068633,57,54,0.00158264,0.00089821           
3050,-3,58.5,500000,6486973.68159123,17.28559012,-5.99970348,0.00029652,60,57,0.00171544,0.00089778           
3051,-3,61.5,500000,6821210.16354846,75.00168639,-5.9985913,0.0014087,63,60,0.00187823,0.00089737             
3052,-3,64.5,500000,7155594.69042272,74.9735918,-5.99843941,0.00156059,66,63,0.00208153,0.00089698            
3053,-3,67.5,500000,7490116.49920736,74.3380756,-5.99825941,0.00174059,69,66,0.00234145,0.00089663            
3054,-3,70.5,500000,7824763.29914969,29.02907273,-5.99922084,0.00077916,72,69,0.00268406,0.00089631           
3055,-3,73.5,500000,8159521.40583675,93.90356377,-5.99703793,0.00296207,75,72,0.00315437,0.00089604           
3056,-3,76.5,500000,8494375.89161647,22.87301296,-5.99912226,0.00087774,78,75,0.00383744,0.0008958            
3057,-3,79.5,500000,8829310.75068659,69.03981958,-5.99660632,0.00339368,81,78,0.00491554,0.00089561           
3058,-3,82.5,500000,9164309.07697639,84.83815949,-5.99417789,0.00582211,84,81,0.00686261,0.00089546           
3059,-3,85.5,500000,9499353.25276234,22.17852291,-5.997468,0.002532,87,84,0.01141647,0.00089536               
3060,-3,88.5,500000,9834425.14580183,32.59519388,-5.98884669,0.01115331,90,87,0.03421765,0.00089531           
3101,3,-88.5,500000,-9834425.14580183,32.59519388,0.01115331,6.01115331,-87,-90,0.03421765,0.00089531         
3102,3,-85.5,500000,-9499353.25276234,22.17852291,0.002532,6.002532,-84,-87,0.01141647,0.00089536             
3103,3,-82.5,500000,-9164309.07697639,84.83815949,0.00582211,6.00582211,-81,-84,0.00686261,0.00089546         
3104,3,-79.5,500000,-8829310.75068659,69.03981958,0.00339368,6.00339368,-78,-81,0.00491554,0.00089561         
3105,3,-76.5,500000,-8494375.89161647,22.87301296,0.00087774,6.00087774,-75,-78,0.00383744,0.0008958          
3106,3,-73.5,500000,-8159521.40583675,93.90356377,0.00296207,6.00296207,-72,-75,0.00315437,0.00089604         
3107,3,-70.5,500000,-7824763.29914969,29.02907273,0.00077916,6.00077916,-69,-72,0.00268406,0.00089631         
3108,3,-67.5,500000,-7490116.49920736,74.3380756,0.00174059,6.00174059,-66,-69,0.00234145,0.00089663          
3109,3,-64.5,500000,-7155594.69042272,74.9735918,0.00156059,6.00156059,-63,-66,0.00208153,0.00089698          
3110,3,-61.5,500000,-6821210.16354846,75.00168639,0.0014087,6.0014087,-60,-63,0.00187823,0.00089737           
3111,3,-58.5,500000,-6486973.68159123,17.28559012,0.00029652,6.00029652,-57,-60,0.00171544,0.00089778         
3112,3,-55.5,500000,-6152894.36350265,43.36583804,0.00068633,6.00068633,-54,-57,0.00158264,0.00089821         
3113,3,-52.5,500000,-5818979.58684792,93.34679988,0.00137472,6.00137472,-51,-54,0.00147271,0.00089866         
3114,3,-49.5,500000,-5485234.9104024,5.78988637,7.994E-5,6.00007994,-48,-51,0.00138062,0.00089912             
3115,3,-46.5,500000,-5151664.0173716,17.6136281,0.00022946,6.00022946,-45,-48,0.00130275,0.0008996            
3116,3,-43.5,500000,-4818268.67967382,64.00073932,0.00079132,6.00079132,-42,-45,0.00123642,0.00090007         
3117,3,-40.5,500000,-4485048.7434723,78.31219901,0.00092378,6.00092378,-39,-42,0.00117961,0.00090054          
3118,3,-37.5,500000,-4152002.13589837,92.00830929,0.00104039,6.00104039,-36,-39,0.00113076,0.00090101         
3119,3,-34.5,500000,-3819124.89267168,34.5766259,0.00037643,6.00037643,-33,-36,0.00108867,0.00090146          
3120,3,-31.5,500000,-3486411.20610157,33.46660029,0.0003522,6.0003522,-30,-33,0.00105239,0.00090189           
3121,3,-28.5,500000,-3153853.4927457,14.03072666,0.00014327,6.00014327,-27,-30,0.00102115,0.0009023           
3122,3,-25.5,500000,-2821442.47981127,99.4719521,0.00098911,6.00098911,-24,-27,0.00099436,0.00090269          
3123,3,-22.5,500000,-2489167.30921038,10.79708313,0.0001049,6.0001049,-21,-24,0.00097154,0.00090304           
3124,3,-19.5,500000,-2157015.65802494,66.77590742,0.00063589,6.00063589,-18,-21,0.00095228,0.00090336         
3125,3,-16.5,500000,-1824973.87399879,83.90574542,0.00078559,6.00078559,-15,-18,0.00093628,0.00090364         
3126,3,-13.5,500000,-1493027.12455401,76.38115199,0.00070522,6.00070522,-12,-15,0.00092329,0.00090387         
3127,3,-10.5,500000,-1161159.55772507,56.06850236,0.00051197,6.00051197,-9,-12,0.00091312,0.00090407          
3128,3,-7.5,500000,-829354.47331754,32.48521928,0.00029419,6.00029419,-6,-9,0.00090561,0.00090421             
3129,3,-4.5,500000,-497594.50252586,12.7834274,0.00011514,6.00011514,-3,-6,0.00090067,0.00090431              
3130,3,-1.5,500000,-165861.79418815,1.7378567,1.561E-5,6.00001561,0,-3,0.00089821,0.00090436                  
3131,3,1.5,500000,165861.79418815,1.7378567,1.561E-5,6.00001561,3,0,0.00089821,0.00090436                     
3132,3,4.5,500000,497594.50252586,12.7834274,0.00011514,6.00011514,6,3,0.00090067,0.00090431                  
3133,3,7.5,500000,829354.47331754,32.48521928,0.00029419,6.00029419,9,6,0.00090561,0.00090421                 
3134,3,10.5,500000,1161159.55772507,56.06850236,0.00051197,6.00051197,12,9,0.00091312,0.00090407              
3135,3,13.5,500000,1493027.12455401,76.38115199,0.00070522,6.00070522,15,12,0.00092329,0.00090387             
3136,3,16.5,500000,1824973.87399879,83.90574542,0.00078559,6.00078559,18,15,0.00093628,0.00090364             
3137,3,19.5,500000,2157015.65802494,66.77590742,0.00063589,6.00063589,21,18,0.00095228,0.00090336             
3138,3,22.5,500000,2489167.30921038,10.79708313,0.0001049,6.0001049,24,21,0.00097154,0.00090304               
3139,3,25.5,500000,2821442.47981127,99.4719521,0.00098911,6.00098911,27,24,0.00099436,0.00090269              
3140,3,28.5,500000,3153853.4927457,14.03072666,0.00014327,6.00014327,30,27,0.00102115,0.0009023               
3141,3,31.5,500000,3486411.20610157,33.46660029,0.0003522,6.0003522,33,30,0.00105239,0.00090189               
3142,3,34.5,500000,3819124.89267168,34.5766259,0.00037643,6.00037643,36,33,0.00108867,0.00090146              
3143,3,37.5,500000,4152002.13589837,92.00830929,0.00104039,6.00104039,39,36,0.00113076,0.00090101             
3144,3,40.5,500000,4485048.7434723,78.31219901,0.00092378,6.00092378,42,39,0.00117961,0.00090054              
3145,3,43.5,500000,4818268.67967382,64.00073932,0.00079132,6.00079132,45,42,0.00123642,0.00090007             
3146,3,46.5,500000,5151664.0173716,17.6136281,0.00022946,6.00022946,48,45,0.00130275,0.0008996                
3147,3,49.5,500000,5485234.9104024,5.78988637,7.994E-5,6.00007994,51,48,0.00138062,0.00089912                 
3148,3,52.5,500000,5818979.58684792,93.34679988,0.00137472,6.00137472,54,51,0.00147271,0.00089866             
3149,3,55.5,500000,6152894.36350265,43.36583804,0.00068633,6.00068633,57,54,0.00158264,0.00089821             
3150,3,58.5,500000,6486973.68159123,17.28559012,0.00029652,6.00029652,60,57,0.00171544,0.00089778             
3151,3,61.5,500000,6821210.16354846,75.00168639,0.0014087,6.0014087,63,60,0.00187823,0.00089737               
3152,3,64.5,500000,7155594.69042272,74.9735918,0.00156059,6.00156059,66,63,0.00208153,0.00089698              
3153,3,67.5,500000,7490116.49920736,74.3380756,0.00174059,6.00174059,69,66,0.00234145,0.00089663              
3154,3,70.5,500000,7824763.29914969,29.02907273,0.00077916,6.00077916,72,69,0.00268406,0.00089631             
3155,3,73.5,500000,8159521.40583675,93.90356377,0.00296207,6.00296207,75,72,0.00315437,0.00089604             
3156,3,76.5,500000,8494375.89161647,22.87301296,0.00087774,6.00087774,78,75,0.00383744,0.0008958              
3157,3,79.5,500000,8829310.75068659,69.03981958,0.00339368,6.00339368,81,78,0.00491554,0.00089561             
3158,3,82.5,500000,9164309.07697639,84.83815949,0.00582211,6.00582211,84,81,0.00686261,0.00089546             
3159,3,85.5,500000,9499353.25276234,22.17852291,0.002532,6.002532,87,84,0.01141647,0.00089536                 
3160,3,88.5,500000,9834425.14580183,32.59519388,0.01115331,6.01115331,90,87,0.03421765,0.00089531             
3201,9,-88.5,500000,-9834425.14580183,32.59519388,6.01115331,12.01115331,-87,-90,0.03421765,0.00089531        
3202,9,-85.5,500000,-9499353.25276234,22.17852291,6.002532,12.002532,-84,-87,0.01141647,0.00089536            
3203,9,-82.5,500000,-9164309.07697639,84.83815949,6.00582211,12.00582211,-81,-84,0.00686261,0.00089546        
3204,9,-79.5,500000,-8829310.75068659,69.03981958,6.00339368,12.00339368,-78,-81,0.00491554,0.00089561        
3205,9,-76.5,500000,-8494375.89161647,22.87301296,6.00087774,12.00087774,-75,-78,0.00383744,0.0008958         
3206,9,-73.5,500000,-8159521.40583675,93.90356377,6.00296207,12.00296207,-72,-75,0.00315437,0.00089604        
3207,9,-70.5,500000,-7824763.29914969,29.02907273,6.00077916,12.00077916,-69,-72,0.00268406,0.00089631        
3208,9,-67.5,500000,-7490116.49920736,74.3380756,6.00174059,12.00174059,-66,-69,0.00234145,0.00089663         
3209,9,-64.5,500000,-7155594.69042272,74.9735918,6.00156059,12.00156059,-63,-66,0.00208153,0.00089698         
3210,9,-61.5,500000,-6821210.16354846,75.00168639,6.0014087,12.0014087,-60,-63,0.00187823,0.00089737          
3211,9,-58.5,500000,-6486973.68159123,17.28559012,6.00029652,12.00029652,-57,-60,0.00171544,0.00089778        
3212,9,-55.5,500000,-6152894.36350265,43.36583804,6.00068633,12.00068633,-54,-57,0.00158264,0.00089821        
3213,9,-52.5,500000,-5818979.58684792,93.34679988,6.00137472,12.00137472,-51,-54,0.00147271,0.00089866        
3214,9,-49.5,500000,-5485234.9104024,5.78988637,6.00007994,12.00007994,-48,-51,0.00138062,0.00089912          
3215,9,-46.5,500000,-5151664.0173716,17.6136281,6.00022946,12.00022946,-45,-48,0.00130275,0.0008996           
3216,9,-43.5,500000,-4818268.67967382,64.00073932,6.00079132,12.00079132,-42,-45,0.00123642,0.00090007        
3217,9,-40.5,500000,-4485048.7434723,78.31219901,6.00092378,12.00092378,-39,-42,0.00117961,0.00090054         
3218,9,-37.5,500000,-4152002.13589837,92.00830929,6.00104039,12.00104039,-36,-39,0.00113076,0.00090101        
3219,9,-34.5,500000,-3819124.89267168,34.5766259,6.00037643,12.00037643,-33,-36,0.00108867,0.00090146         
3220,9,-31.5,500000,-3486411.20610157,33.46660029,6.0003522,12.0003522,-30,-33,0.00105239,0.00090189          
3221,9,-28.5,500000,-3153853.4927457,14.03072666,6.00014327,12.00014327,-27,-30,0.00102115,0.0009023          
3222,9,-25.5,500000,-2821442.47981127,99.4719521,6.00098911,12.00098911,-24,-27,0.00099436,0.00090269         
3223,9,-22.5,500000,-2489167.30921038,10.79708313,6.0001049,12.0001049,-21,-24,0.00097154,0.00090304          
3224,9,-19.5,500000,-2157015.65802494,66.77590742,6.00063589,12.00063589,-18,-21,0.00095228,0.00090336        
3225,9,-16.5,500000,-1824973.87399879,83.90574542,6.00078559,12.00078559,-15,-18,0.00093628,0.00090364        
3226,9,-13.5,500000,-1493027.12455401,76.38115199,6.00070522,12.00070522,-12,-15,0.00092329,0.00090387        
3227,9,-10.5,500000,-1161159.55772507,56.06850236,6.00051197,12.00051197,-9,-12,0.00091312,0.00090407         
3228,9,-7.5,500000,-829354.47331754,32.48521928,6.00029419,12.00029419,-6,-9,0.00090561,0.00090421            
3229,9,-4.5,500000,-497594.50252586,12.7834274,6.00011514,12.00011514,-3,-6,0.00090067,0.00090431             
3230,9,-1.5,500000,-165861.79418815,1.7378567,6.00001561,12.00001561,0,-3,0.00089821,0.00090436               
3231,9,1.5,500000,165861.79418815,1.7378567,6.00001561,12.00001561,3,0,0.00089821,0.00090436                  
3232,9,4.5,500000,497594.50252586,12.7834274,6.00011514,12.00011514,6,3,0.00090067,0.00090431                 
3233,9,7.5,500000,829354.47331754,32.48521928,6.00029419,12.00029419,9,6,0.00090561,0.00090421                
3234,9,10.5,500000,1161159.55772507,56.06850236,6.00051197,12.00051197,12,9,0.00091312,0.00090407             
3235,9,13.5,500000,1493027.12455401,76.38115199,6.00070522,12.00070522,15,12,0.00092329,0.00090387            
3236,9,16.5,500000,1824973.87399879,83.90574542,6.00078559,12.00078559,18,15,0.00093628,0.00090364            
3237,9,19.5,500000,2157015.65802494,66.77590742,6.00063589,12.00063589,21,18,0.00095228,0.00090336            
3238,9,22.5,500000,2489167.30921038,10.79708313,6.0001049,12.0001049,24,21,0.00097154,0.00090304              
3239,9,25.5,500000,2821442.47981127,99.4719521,6.00098911,12.00098911,27,24,0.00099436,0.00090269             
3240,9,28.5,500000,3153853.4927457,14.03072666,6.00014327,12.00014327,30,27,0.00102115,0.0009023              
3241,9,31.5,500000,3486411.20610157,33.46660029,6.0003522,12.0003522,33,30,0.00105239,0.00090189              
3242,9,34.5,500000,3819124.89267168,34.5766259,6.00037643,12.00037643,36,33,0.00108867,0.00090146             
3243,9,37.5,500000,4152002.13589837,92.00830929,6.00104039,12.00104039,39,36,0.00113076,0.00090101            
3244,9,40.5,500000,4485048.7434723,78.31219901,6.00092378,12.00092378,42,39,0.00117961,0.00090054             
3245,9,43.5,500000,4818268.67967382,64.00073932,6.00079132,12.00079132,45,42,0.00123642,0.00090007            
3246,9,46.5,500000,5151664.0173716,17.6136281,6.00022946,12.00022946,48,45,0.00130275,0.0008996               
3247,9,49.5,500000,5485234.9104024,5.78988637,6.00007994,12.00007994,51,48,0.00138062,0.00089912              
3248,9,52.5,500000,5818979.58684792,93.34679988,6.00137472,12.00137472,54,51,0.00147271,0.00089866            
3249,9,55.5,500000,6152894.36350265,43.36583804,6.00068633,12.00068633,57,54,0.00158264,0.00089821            
3250,9,58.5,500000,6486973.68159123,17.28559012,6.00029652,12.00029652,60,57,0.00171544,0.00089778            
3251,9,61.5,500000,6821210.16354846,75.00168639,6.0014087,12.0014087,63,60,0.00187823,0.00089737              
3252,9,64.5,500000,7155594.69042272,74.9735918,6.00156059,12.00156059,66,63,0.00208153,0.00089698             
3253,9,67.5,500000,7490116.49920736,74.3380756,6.00174059,12.00174059,69,66,0.00234145,0.00089663             
3254,9,70.5,500000,7824763.29914969,29.02907273,6.00077916,12.00077916,72,69,0.00268406,0.00089631            
3255,9,73.5,500000,8159521.40583675,93.90356377,6.00296207,12.00296207,75,72,0.00315437,0.00089604            
3256,9,76.5,500000,8494375.89161647,22.87301296,6.00087774,12.00087774,78,75,0.00383744,0.0008958             
3257,9,79.5,500000,8829310.75068659,69.03981958,6.00339368,12.00339368,81,78,0.00491554,0.00089561            
3258,9,82.5,500000,9164309.07697639,84.83815949,6.00582211,12.00582211,84,81,0.00686261,0.00089546            
3259,9,85.5,500000,9499353.25276234,22.17852291,6.002532,12.002532,87,84,0.01141647,0.00089536                
3260,9,88.5,500000,9834425.14580183,32.59519388,6.01115331,12.01115331,90,87,0.03421765,0.00089531            
3301,15,-88.5,500000,-9834425.14580183,32.59519388,12.01115331,18.01115331,-87,-90,0.03421765,0.00089531      
3302,15,-85.5,500000,-9499353.25276234,22.17852291,12.002532,18.002532,-84,-87,0.01141647,0.00089536          
3303,15,-82.5,500000,-9164309.07697639,84.83815949,12.00582211,18.00582211,-81,-84,0.00686261,0.00089546      
3304,15,-79.5,500000,-8829310.75068659,69.03981958,12.00339368,18.00339368,-78,-81,0.00491554,0.00089561      
3305,15,-76.5,500000,-8494375.89161647,22.87301296,12.00087774,18.00087774,-75,-78,0.00383744,0.0008958       
3306,15,-73.5,500000,-8159521.40583675,93.90356377,12.00296207,18.00296207,-72,-75,0.00315437,0.00089604      
3307,15,-70.5,500000,-7824763.29914969,29.02907273,12.00077916,18.00077916,-69,-72,0.00268406,0.00089631      
3308,15,-67.5,500000,-7490116.49920736,74.3380756,12.00174059,18.00174059,-66,-69,0.00234145,0.00089663       
3309,15,-64.5,500000,-7155594.69042272,74.9735918,12.00156059,18.00156059,-63,-66,0.00208153,0.00089698       
3310,15,-61.5,500000,-6821210.16354846,75.00168639,12.0014087,18.0014087,-60,-63,0.00187823,0.00089737        
3311,15,-58.5,500000,-6486973.68159123,17.28559012,12.00029652,18.00029652,-57,-60,0.00171544,0.00089778      
3312,15,-55.5,500000,-6152894.36350265,43.36583804,12.00068633,18.00068633,-54,-57,0.00158264,0.00089821      
3313,15,-52.5,500000,-5818979.58684792,93.34679988,12.00137472,18.00137472,-51,-54,0.00147271,0.00089866      
3314,15,-49.5,500000,-5485234.9104024,5.78988637,12.00007994,18.00007994,-48,-51,0.00138062,0.00089912        
3315,15,-46.5,500000,-5151664.0173716,17.6136281,12.00022946,18.00022946,-45,-48,0.00130275,0.0008996         
3316,15,-43.5,500000,-4818268.67967382,64.00073932,12.00079132,18.00079132,-42,-45,0.00123642,0.00090007      
3317,15,-40.5,500000,-4485048.7434723,78.31219901,12.00092378,18.00092378,-39,-42,0.00117961,0.00090054       
3318,15,-37.5,500000,-4152002.13589837,92.00830929,12.00104039,18.00104039,-36,-39,0.00113076,0.00090101      
3319,15,-34.5,500000,-3819124.89267168,34.5766259,12.00037643,18.00037643,-33,-36,0.00108867,0.00090146       
3320,15,-31.5,500000,-3486411.20610157,33.46660029,12.0003522,18.0003522,-30,-33,0.00105239,0.00090189        
3321,15,-28.5,500000,-3153853.4927457,14.03072666,12.00014327,18.00014327,-27,-30,0.00102115,0.0009023        
3322,15,-25.5,500000,-2821442.47981127,99.4719521,12.00098911,18.00098911,-24,-27,0.00099436,0.00090269       
3323,15,-22.5,500000,-2489167.30921038,10.79708313,12.0001049,18.0001049,-21,-24,0.00097154,0.00090304        
3324,15,-19.5,500000,-2157015.65802494,66.77590742,12.00063589,18.00063589,-18,-21,0.00095228,0.00090336      
3325,15,-16.5,500000,-1824973.87399879,83.90574542,12.00078559,18.00078559,-15,-18,0.00093628,0.00090364      
3326,15,-13.5,500000,-1493027.12455401,76.38115199,12.00070522,18.00070522,-12,-15,0.00092329,0.00090387      
3327,15,-10.5,500000,-1161159.55772507,56.06850236,12.00051197,18.00051197,-9,-12,0.00091312,0.00090407       
3328,15,-7.5,500000,-829354.47331754,32.48521928,12.00029419,18.00029419,-6,-9,0.00090561,0.00090421          
3329,15,-4.5,500000,-497594.50252586,12.7834274,12.00011514,18.00011514,-3,-6,0.00090067,0.00090431           
3330,15,-1.5,500000,-165861.79418815,1.7378567,12.00001561,18.00001561,0,-3,0.00089821,0.00090436             
3331,15,1.5,500000,165861.79418815,1.7378567,12.00001561,18.00001561,3,0,0.00089821,0.00090436                
3332,15,4.5,500000,497594.50252586,12.7834274,12.00011514,18.00011514,6,3,0.00090067,0.00090431               
3333,15,7.5,500000,829354.47331754,32.48521928,12.00029419,18.00029419,9,6,0.00090561,0.00090421              
3334,15,10.5,500000,1161159.55772507,56.06850236,12.00051197,18.00051197,12,9,0.00091312,0.00090407           
3335,15,13.5,500000,1493027.12455401,76.38115199,12.00070522,18.00070522,15,12,0.00092329,0.00090387          
3336,15,16.5,500000,1824973.87399879,83.90574542,12.00078559,18.00078559,18,15,0.00093628,0.00090364          
3337,15,19.5,500000,2157015.65802494,66.77590742,12.00063589,18.00063589,21,18,0.00095228,0.00090336          
3338,15,22.5,500000,2489167.30921038,10.79708313,12.0001049,18.0001049,24,21,0.00097154,0.00090304            
3339,15,25.5,500000,2821442.47981127,99.4719521,12.00098911,18.00098911,27,24,0.00099436,0.00090269           
3340,15,28.5,500000,3153853.4927457,14.03072666,12.00014327,18.00014327,30,27,0.00102115,0.0009023            
3341,15,31.5,500000,3486411.20610157,33.46660029,12.0003522,18.0003522,33,30,0.00105239,0.00090189            
3342,15,34.5,500000,3819124.89267168,34.5766259,12.00037643,18.00037643,36,33,0.00108867,0.00090146           
3343,15,37.5,500000,4152002.13589837,92.00830929,12.00104039,18.00104039,39,36,0.00113076,0.00090101          
